idx,year,race,location,type_simple,DemPredFinal,RepPredFinal,DemShareAct,RepShareAct
19,1998,1998_Gov-G_NV,NV,Gov-G,0.4835164835164835,0.5164835164835165,0.44871794871794873,0.5512820512820513
20,1998,1998_Gov-G_NY,NY,Gov-G,0.33182219065493684,0.6681778093450632,0.37942857142857145,0.6205714285714286
21,1998,1998_Gov-G_OH,OH,Gov-G,0.453504857048341,0.5464951429516591,0.4715189873417721,0.5284810126582278
22,1998,1998_Gov-G_PA,PA,Gov-G,0.2433863394068445,0.7566136605931555,0.3506787330316742,0.6493212669683257
23,1998,1998_Gov-G_RI,RI,Gov-G,0.4959453881242014,0.5040546118757985,0.45220193340494097,0.5477980665950591
24,1998,1998_Gov-G_SC,SC,Gov-G,0.4888888888888888,0.5111111111111111,0.540650406504065,0.45934959349593496
25,1998,1998_Gov-G_TX,TX,Gov-G,0.2506004016002988,0.7493995983997013,0.31388329979879276,0.6861167002012072
26,1998,1998_Gov-G_WI,WI,Gov-G,0.3002963728793022,0.6997036271206978,0.3932926829268293,0.6067073170731707
27,1998,1998_Sen-G_AL,AL,Sen-G,0.3186813186813186,0.6813186813186813,0.3671570099069348,0.6328429900930651
28,1998,1998_Sen-G_AR,AR,Sen-G,0.6086956521739131,0.391304347826087,0.5659815005138746,0.43401849948612536
29,1998,1998_Sen-G_AZ,AZ,Sen-G,0.27599634230595094,0.7240036576940491,0.28321167883211684,0.7167883211678833
30,1998,1998_Sen-G_CA,CA,Sen-G,0.5184470835176395,0.4815529164823606,0.5523056104923494,0.44769438950765067
31,1998,1998_Sen-G_CO,CO,Sen-G,0.35802007276298875,0.6419799272370112,0.3591505949938449,0.6408494050061552
32,1998,1998_Sen-G_CT,CT,Sen-G,0.6810316698737864,0.31896833012621373,0.6680680885972108,0.3319319114027891
33,1998,1998_Sen-G_FL,FL,Sen-G,0.6303406781465449,0.36965932185345496,0.6247,0.3753
34,1998,1998_Sen-G_GA,GA,Sen-G,0.40749412251364464,0.5925058774863553,0.4629819524200164,0.5370180475799836
35,1998,1998_Sen-G_IA,IA,Sen-G,0.2608695652173913,0.7391304347826086,0.3082912032355915,0.6917087967644086
